Date,T_Max,T_Min,RH_1,RH_2,Wind_speed,sunshine_hours,rainfall,evaporation
4/3/2017,22.8,11.2,71,96,2.5,3.9,39.2,2.88
4/4/2017,22.6,10.2,79,94,1.8,3.9,1.7,2.02
4/5/2017,24.2,8.6,82,76,3,8.1,0,4
4/6/2017,22.8,9.4,42,52,2.6,9.3,0,4.28
4/7/2017,22.8,11.6,52,63,4.7,9.7,0,5.21
4/8/2017,22.4,11.6,39,56,4.4,9.8,0,3.38
4/9/2017,23.4,10.6,60,91,3.8,8.6,0,3.85
4/10/2017,24.6,11.8,71,54,2.9,8.9,0,3.28
4/11/2017,21.8,13.6,54,86,0.9,2.7,18.4,3.75
4/12/2017,22.4,12.6,80,78,1.8,1.2,0,2.29
4/13/2017,23.6,13.6,80,59,2.8,5.9,4.6,1.98
4/14/2017,22.4,11.6,85,62,5.3,7.4,0,5.39
4/15/2017,23.4,14.6,65,62,5.7,11.6,0,6.92
4/16/2017,23.2,12,60,59,4.1,10.2,0,4.8
4/17/2017,24.6,11.6,76,75,4.4,11.2,0,5.3
4/18/2017,23.8,10.2,74,59,2.5,4.9,0,1.77
4/19/2017,23.4,7.4,41,86,3.6,11.2,0,5.47
4/20/2017,23.4,9.6,38,64,2.9,11.4,0,3.63
4/21/2017,23.2,10.6,61,79,1.4,7.9,0,1.97
4/22/2017,23.8,9.8,52,76,1.4,8.9,0,3.06
4/23/2017,23.2,10.6,54,76,3,10.9,0,4.49
4/24/2017,23.8,10.8,80,72,2,7.4,0,1.7
4/25/2017,23.6,10.6,71,54,2.5,9.4,0,4.43
4/26/2017,23.6,11.6,35,69,2.5,8.1,0,1.13
4/27/2017,24.8,10.2,69,84,3.6,7.4,0,5.23
4/28/2017,23.8,10.8,45,55,3.9,11.5,0,4.12
4/29/2017,23.2,10.8,53,66,4.4,10.6,0,5.04
4/30/2017,23.6,10.8,42,69,3.7,11,0,3.5
5/1/2017,23.2,10.6,65,70,3.1,9.7,0,2.57
5/2/2017,22.6,11.4,75,98,3,5.9,1,1.79
5/3/2017,22.2,12.8,71,73,4,8.8,0,3.68
5/4/2017,23.4,13,80,77,4.2,8.9,0,3.22
5/5/2017,22.2,9.6,80,70,2.6,8.8,0,2.13
5/6/2017,22.2,12.8,87,91,3.2,3.7,1.6,0.64
5/7/2017,22.8,12.2,82,88,3.1,7.5,7.4,1.9
5/8/2017,23.6,12.2,74,84,2.5,6.3,2.7,3.54
5/9/2017,24.6,11.2,82,84,1.4,4.6,0,3.95
5/10/2017,24.2,12.6,73,84,1.7,4.9,1.8,1.54
5/11/2017,22,12.6,77,75,2.9,5.2,0,2.18
5/12/2017,23.8,12.4,77,91,1.8,6.1,0,2.22
5/13/2017,22.8,13.6,74,84,1.4,2.7,7.7,1.28
5/14/2017,23.8,14.2,92,81,10.1,7.6,0,3.03
5/15/2017,22.2,14,85,93,9.2,8.3,0,3.92
5/16/2017,24.4,13,66,84,10.4,7.1,0,3.89
5/17/2017,24.2,14.6,85,75,6.3,9.3,0,1.52
5/18/2017,22.4,13.6,91,98,9.4,0.3,0,1.89
5/19/2017,22.4,14.8,91,91,7,5.5,0,2.95
5/20/2017,21.8,14,90,93,14.5,4.5,0,3.33
5/21/2017,23.6,14.6,91,81,4.9,2.4,0,0.71
5/22/2017,23.8,15,78,91,4.3,5.1,1.2,2.01
5/23/2017,22.8,14.6,91,93,3,2.4,10.6,0.93
5/24/2017,21.8,13.4,89,89,10.2,4.6,18,2.7
5/25/2017,19.6,14.6,94,98,11.1,0.1,32.8,2.22
5/26/2017,19.2,14.4,98,98,13.2,0,16.6,0.97
5/27/2017,20.8,14.4,98,96,12.7,1.7,1.9,3.49
5/28/2017,19.8,14.6,98,100,19.4,1,3.3,1.76
5/29/2017,17.6,14,96,98,26.3,0,38.9,2.46
5/30/2017,17.8,14.2,98,96,16.6,0,23.2,2.51
5/31/2017,16.6,14.2,98,98,12.4,0,3.4,0.42
6/1/2017,17.8,13.2,98,98,15.2,0,12.8,1.14
6/2/2017,18.2,13.2,98,100,18.9,0,5.4,0.33
6/3/2017,18.8,14.2,98,98,17.1,0,1.9,1.81
6/4/2017,21.4,14.6,98,95,10.8,3.9,0.5,1.28
6/5/2017,20.8,14.2,98,98,12.6,0.4,0.7,2.98
6/6/2017,19.2,14.4,96,94,14.4,0,1.9,2.37
6/7/2017,19.2,13.6,98,92,14.4,0.3,1.2,1.47
6/8/2017,20.8,12.4,89,89,12.4,8.2,0,3.9
6/9/2017,21.6,12.6,79,74,18.1,9.5,0,2.73
6/10/2017,19.8,12.4,86,89,24.8,8,3.7,4.47
6/11/2017,19.6,12.4,100,89,14.3,3.1,0,1.99
6/12/2017,21.4,14.4,90,74,10.7,9.7,0,3.75
6/13/2017,23.2,14.2,89,77,7.8,8.7,0,2.11
6/14/2017,23.8,14.4,91,94,8.9,7.1,3,2.86
6/15/2017,20.2,13.4,92,94,8.9,1.2,0,0.81
6/16/2017,21.8,13.6,91,92,10.4,3.1,0,0.52
6/17/2017,22.8,14,84,89,7.5,8.8,0,3
6/18/2017,22.6,14.2,87,87,11.1,6.7,0,4.03
6/19/2017,21.6,14.8,92,87,12.7,3.9,0,1.46
6/20/2017,21.8,13.4,94,91,12.7,4.6,0.3,2.36
6/21/2017,20.6,13.6,90,82,13.7,4.8,0,2.82
6/22/2017,22.6,13.4,96,94,13.8,8.4,0.9,2.72
6/23/2017,18.8,12.6,92,98,20,0.2,4.1,0.08
6/24/2017,16.8,12.4,98,98,26.6,0.3,4.5,0.58
6/25/2017,16.8,12.6,98,98,23.4,0,8.8,0.61
6/26/2017,17,12.8,96,96,22.3,0,4.6,0.35
6/27/2017,17.2,13.2,96,94,22.7,0.8,9.8,0.23
6/28/2017,17.2,13.4,96,92,20.5,2.4,0,2.16
6/29/2017,17.6,13.8,98,96,12.9,10.3,0,1.53
6/30/2017,20,13.2,94,94,10.4,7.6,0,2.66
7/1/2017,20.2,13.6,91,94,3.2,5.4,1.2,2.32
7/2/2017,20.4,13.8,92,94,3.4,3.2,0,2.86
7/3/2017,20.2,13.8,94,96,29.2,6.6,0,2.54
7/4/2017,22.2,12.6,80,70,11.7,11.14,0,2.6
7/5/2017,20.2,13.8,64,79,12.6,9.4,0,4.7
7/6/2017,20.4,14,89,86,10.7,9.8,0,3.96
7/7/2017,NA,13,87,87,13,5.9,3.4,1.52
7/8/2017,18.4,13.2,98,98,17.4,0.9,4.4,1.11
7/9/2017,18.2,13.4,98,98,11,0,3.1,1.47
7/10/2017,16.4,13.8,100,98,18.9,0,1.1,0.12
7/11/2017,17.6,13.8,96,96,16.2,1.3,0.6,1.99
7/12/2017,19.8,13.8,92,89,12,4.7,0,3.02
7/13/2017,19.4,13.4,88,81,23.5,5.4,0,3
7/14/2017,18.6,13.2,86,83,17.3,7.8,0,2.82
7/15/2017,19.6,13.4,88,80,15.3,10.4,0,3.68
7/16/2017,18.6,13.8,88,80,21.8,9.6,0,2.27
7/17/2017,19,13.6,85,80,22.6,7.2,0,3.8
7/18/2017,18.6,13.6,83,81,23.2,7.4,1.1,3.54
7/19/2017,17.6,13.8,92,92,21.8,1.8,1.8,2.01
7/20/2017,19.8,14.2,92,74,9.6,9.9,0.7,2.91
7/21/2017,20.8,14,87,73,10,7.3,0.6,3.45
7/22/2017,20.6,14.6,82,76,5.6,10.9,0.2,5.65
7/23/2017,19.8,14.4,91,89,8.2,5.9,0.6,1.59
7/24/2017,21.4,13.4,90,81,2.6,4.5,0,1.75
7/25/2017,22.6,13.6,70,77,2.8,5.7,0.6,3.4
7/26/2017,22.8,13.6,87,78,4.5,8.8,0,3.54
7/27/2017,22.2,13.8,87,96,8.6,6.2,0,2.37
7/28/2017,20.4,14,85,85,8.9,7.6,2.2,2.34
7/29/2017,20.6,13,96,96,0.7,1.7,9.3,1.59
7/30/2017,19.6,14.1,90,96,9.5,2.6,0.1,1.12
7/31/2017,19.4,14.4,91,98,6.1,1.4,0,1.36
8/1/2017,19.4,13.8,90,94,11.3,4.2,0.9,0.51
8/2/2017,18.4,14.2,96,90,13.4,0.2,4.8,0.87
8/3/2017,17.6,14,96,96,15.8,1.7,1.1,0.73
8/4/2017,17.2,14.6,96,94,15,0,6.2,1.56
8/5/2017,16.8,14.6,98,98,16.5,0,12.7,2.86
8/6/2017,17.8,14.4,98,94,8.5,0,6.3,1.15
8/7/2017,19.4,14.6,96,94,11.3,0,3.4,2.21
8/8/2017,21.4,13.8,94,98,8.6,2.1,0,1.15
8/9/2017,21.2,14.6,77,82,8.7,7.7,0,3.93
8/10/2017,21.2,15.2,85,89,6.7,2.9,18.3,0.53
8/11/2017,18.4,13.2,98,84,11.4,1.2,0.8,2.68
8/12/2017,22.4,13.2,82,91,4.5,7.6,2.9,1.09
8/13/2017,21.2,13.6,76,94,5.7,2,2.3,2.63
8/14/2017,17.6,13.6,94,94,6.6,0,0,3.88
8/15/2017,21.8,12.2,79,80,6.2,9.9,0,5.22
8/16/2017,19.6,12.6,86,87,12.8,10.8,0,2.37
8/17/2017,18.8,14.2,86,89,16.3,8.2,17.2,4.86
8/18/2017,15.8,13.8,98,98,23.3,0.2,22.7,0.4
8/19/2017,16.6,13,98,99,23.3,0,2.9,1.8
8/20/2017,17.2,13.4,98,96,22.6,0.6,2.8,1.69
8/21/2017,17.2,14.4,98,90,16.4,2.3,4.1,1.38
8/22/2017,17.6,13.8,98,89,13.1,1.2,0.2,1.44
8/23/2017,20.2,12.8,91,84,3.3,4.3,0,2.78
8/24/2017,20,13,85,92,7.4,5.8,0,2.56
8/25/2017,20.4,13.2,83,90,12.2,4.1,0,2.46
8/26/2017,20.2,13.6,83,94,14.1,8.6,0.9,2.89
8/27/2017,20.6,13.8,94,94,11.5,4.8,1.4,1.56
8/28/2017,15.8,14,94,94,11.2,0.3,2.2,1.07
8/29/2017,16.8,14.2,98,92,14,0.1,2.9,0.47
8/30/2017,20.2,13.8,89,91,11.1,4.8,0,1.57
8/31/2017,20.4,12.8,89,89,20.9,3.1,1.1,1.63
9/1/2017,21.2,13.8,74,81,14.9,6.1,0,1.48
9/2/2017,20.6,14.6,84,79,9,4.7,0,1.36
9/3/2017,21.2,14.2,98,81,5.1,1.1,3,2.88
9/4/2017,21.8,13.8,76,94,3.5,1.7,11.9,0.5
9/5/2017,20.2,13.8,87,98,7.2,2.3,37.7,1.07
9/6/2017,20.4,13.6,94,98,6.4,1.3,16.7,1.85
9/7/2017,16.6,14,96,90,9.2,0,0.5,0.33
9/8/2017,16.4,13.8,98,98,11.8,0,9.6,0.72
9/9/2017,19.6,14,98,96,25.3,0,12.3,0.57
9/10/2017,18.2,13.4,98,91,5.8,0.9,0.4,0.31
9/11/2017,20.2,12.6,82,98,3.2,3.5,22.4,2.65
9/12/2017,20.8,13.2,85,91,5.4,4.2,0.6,1.7
9/13/2017,18.4,12.6,96,94,10.5,0.4,14.3,0.3
9/14/2017,18.4,13.4,86,87,14.7,4.1,0.7,3.29
9/15/2017,18.8,13.2,94,89,21.4,3.2,0,2.84
9/16/2017,19.2,12.6,94,92,11.4,0.3,0,2.13
9/17/2017,16.4,12.6,80,96,21.5,0,4.2,1.51
9/18/2017,16.8,13.4,98,90,22.8,0.7,0,2.26
9/19/2017,19.4,13.8,85,73,22.7,8.2,0,5.3
9/20/2017,18.8,13.2,90,87,17.7,7.2,2.3,2.22
9/21/2017,18.4,11.8,96,98,15.5,3.2,1.7,1.58
9/22/2017,18.6,11.8,98,80,5.8,3.5,0.1,1.85
9/23/2017,20.6,12.4,77,96,3.3,4.7,0.9,1.78
9/24/2017,20.6,13.6,88,93,10.7,4.9,0.2,3.67
9/25/2017,19.4,14,98,98,14.6,0.3,6.3,1.21
9/26/2017,16.6,13.6,98,98,16.9,0,8.5,0.3
9/27/2017,16.2,12.8,98,98,16.9,0,14.7,2.97
9/28/2017,17.6,11.6,96,81,18.1,5.6,0,2.53
9/29/2017,18.6,13.4,84,77,14.9,9.8,0,4.68
9/30/2017,20.4,13.8,89,80,10.4,7.1,0.7,3.35
10/1/2017,19.8,13.2,89,92,12.1,3.7,0.3,1.89
10/2/2017,19.6,13.4,94,79,11.2,8,0,3.81
10/3/2017,21.2,14.6,85,86,8.1,8.5,0,2.21
10/4/2017,20.6,13.8,89,87,7.7,5.2,0,2.03
10/5/2017,20.4,13.4,84,87,8.3,5.4,0,2.2
10/6/2017,18.8,14.2,94,87,9.9,1.9,0.7,0.45
10/7/2017,21.6,14,89,82,7.8,4.9,0,4.1
10/8/2017,20.2,14.2,87,81,8.1,6.3,1.4,1.44
10/9/2017,19.8,12.8,87,98,6.8,4.1,0,1.79
10/10/2017,21.2,14,87,89,4.7,5.2,1.9,2.04
10/11/2017,17.4,13,96,98,8.8,0.3,1.7,2.11
10/12/2017,19.8,14.2,85,94,9.8,6.7,2.4,2.19
10/13/2017,19.2,14.6,89,94,14.5,3.1,30.2,0.52
10/14/2017,16.4,12.2,98,94,23,0,33.1,1.79
10/15/2017,16.8,11.2,96,98,22.1,0,5.4,1.64
10/16/2017,17.4,13.6,96,96,16.2,1.1,0,1.72
10/17/2017,17,13.8,98,94,12.2,1.9,1.2,0.14
10/18/2017,18.2,14.4,96,96,13.6,5.9,1,1.27
10/19/2017,17.6,14,98,96,12.4,0.9,10.6,2.36
10/20/2017,17.8,14.2,98,94,13.6,8.8,0.7,1.51
10/21/2017,19.2,12.6,96,92,16.9,3.4,2.6,1.43
10/22/2017,19.8,14.8,92,96,10.5,4.3,0.8,2.19
10/23/2017,21.2,11.8,89,96,4.2,6.1,0.5,2.26
10/24/2017,20.8,11.6,71,92,2.4,1.9,10.1,1.23
10/25/2017,20.6,14.2,72,89,3.5,3.5,37.1,0.76
10/26/2017,19.4,13.4,85,94,2.9,3.5,12.2,2.89
10/27/2017,19.8,12.8,84,94,2.6,5.1,59.1,1.56
10/28/2017,19.6,13.6,80,98,2.3,3.2,12.5,6.19
10/29/2017,19.8,12.6,85,96,2.3,2.3,25.6,0.12
10/30/2017,19.2,14.4,84,94,3.7,0.1,12.6,1.63
10/31/2017,19.8,13.8,89,91,7.1,0,1.2,0.72
11/1/2017,19.8,12.4,92,90,4.9,1.2,0.6,3.12
11/2/2017,19.6,13.4,89,85,6.6,1.6,0,1.83
11/3/2017,20,14.4,86,98,3.1,1.5,11.8,1.17
11/4/2017,20.4,14,96,91,4.5,2.7,25.6,1.17
11/5/2017,18.8,12.4,92,92,3.5,0,14.6,0.38
11/6/2017,19.6,13.4,82,91,2.7,0,19.8,3.33
11/7/2017,17.8,13.6,90,89,2.9,0,7.2,0.85
11/8/2017,19.4,11.6,92,87,2.3,2.5,0,3.06
11/9/2017,18.2,12.4,87,87,2.6,3.5,0,1.23
11/10/2017,19.6,14.2,66,77,8.4,2.7,0,2.51
11/11/2017,20.6,14.2,91,80,5.1,5.7,0.4,4.45
11/12/2017,20.6,13.4,85,81,8.1,8.7,0,2.06
11/13/2017,18.8,12.4,96,83,10.6,3.9,0.8,1.39
11/14/2017,19.4,10.4,73,69,10.5,10.4,0,3.91
11/15/2017,21.2,12.8,57,73,6.1,11.2,0,5.34
11/16/2017,21.8,10,68,84,2.9,8,0,2.62
11/17/2017,20.6,10.2,52,74,4.1,9.5,0,2.21
11/18/2017,21.8,12.8,45,75,3.9,4.7,0,2.85
11/19/2017,21.2,13.2,78,81,3.8,3.5,4.9,3.18
11/20/2017,19.4,13.6,84,85,6.5,3.5,0.7,0.16
11/21/2017,20.2,12.6,90,80,3,3.9,0,2.64
11/22/2017,18.8,12.6,89,89,8.6,0.9,1.5,0.3
11/23/2017,19.2,12.2,85,69,7.1,4.6,0,2.27
11/24/2017,17.2,12,88,88,7.9,0.3,0.5,0.68
11/25/2017,17,14,90,98,6.4,0,13.6,0.24
11/26/2017,15.8,13.8,94,92,9.6,0,34.2,1.51
11/27/2017,16,13.6,98,86,8,0,20.2,1.06
11/28/2017,16.2,14,98,96,16.3,0,77.9,0.1
11/29/2017,16.2,14.2,98,98,15.5,0,85.2,0.13
11/30/2017,17.6,13.4,96,92,7.2,0,6.4,0.44
12/1/2017,15.8,13.2,96,96,12.9,0,4.6,0.96
12/2/2017,16,12.6,98,96,12,0.1,4.5,1.74
12/3/2017,20.6,13.8,96,96,3.8,3.5,1.4,1.77
12/4/2017,19.8,13.2,76,85,1.1,2.7,7.2,2.07
12/5/2017,21.6,12.8,81,81,1.6,4.1,0,3.95
12/6/2017,20,11.8,76,68,1.6,5.6,9.5,1.68
12/7/2017,21.2,9.6,81,89,0.9,5.3,0,1.46
12/8/2017,21.4,9.6,55,91,1,8.7,0,1.96
12/9/2017,21.4,8.6,37,78,1.8,9.9,0,3
12/10/2017,20.4,13.8,49,92,2.9,6.8,2.9,2.12
12/11/2017,20.8,14.6,85,91,2.9,3.8,0.5,2.1
12/12/2017,19.4,12.4,98,87,2.4,2,0,2.72
12/13/2017,20.6,13.8,87,84,2.8,4.6,1,0.92
12/14/2017,19.6,12.8,92,94,4.7,1.6,2.4,0.92
12/15/2017,18.8,13.4,96,94,4.1,1.9,14.3,1.34
12/16/2017,17.2,11.2,98,94,3.9,2.3,0.2,1.39
12/17/2017,17.4,9.8,92,89,9.7,8.1,0,2.77
12/18/2017,18.6,9.6,84,80,5.8,7.9,0,3.35
12/19/2017,18.4,14.4,86,89,7.4,6.3,43.4,0.85
12/20/2017,15.8,12.6,98,98,4.1,0,61.1,0.46
12/21/2017,17.4,10.2,98,98,5.6,0.2,1.1,0.21
12/22/2017,18.2,10.2,96,87,2.3,0.3,3.4,1.13
12/23/2017,18.6,10.6,81,96,3.7,6.7,0,1.27
12/24/2017,18.8,12.2,92,89,3.7,3.4,0,2.29
12/25/2017,19.2,12.8,76,98,7.4,4.2,0,1.99
12/26/2017,20,14,98,85,2.6,4.1,9.5,0.54
12/27/2017,18.2,9,98,94,6,0.2,0,0.91
12/28/2017,17.6,10.8,89,98,3,3.4,0,0.79
12/29/2017,18.6,13.6,90,96,1.9,2.3,5.1,2.78
12/30/2017,19.6,13,86,90,3.2,1.6,0,2.26
12/31/2017,19.8,11.4,73,80,5.3,4.3,0,2.42
1/1/2018,20,12.4,80,74,7.3,7.4,0,2.38
1/2/2018,19.4,12.2,94,96,5.5,6.9,0,2.08
1/3/2018,19.6,11.4,69,79,3.6,7.1,0,1.74
1/4/2018,20.4,6.2,69,47,3.6,10.6,0,5.11
1/5/2018,20.4,5.6,41,88,3.2,8.8,0,1.46
1/6/2018,18.8,7.4,58,88,5.9,7,0,4.42
1/7/2018,18.8,7.6,52,72,4.8,10.8,0,1.6
1/8/2018,18.2,8.6,61,72,5.8,8.9,0,2.89
1/9/2018,20,13.4,80,69,7,9.6,0,2.59
1/10/2018,19.6,12.8,91,90,6.2,3.6,4.6,3.09
1/11/2018,17.6,12.6,98,96,5.2,1,9.6,0.57
1/12/2018,20.6,11.6,84,90,5.6,7.9,0.6,1.46
1/13/2018,18.2,12.6,86,82,10.6,2.8,0,1.93
1/14/2018,18.4,11.2,91,78,9.2,5.5,0,4.07
1/15/2018,18.8,11,60,67,11.6,10.1,0,3.62
1/16/2018,19.2,9.4,65,74,6.7,6.2,0,3.36
1/17/2018,20.6,10.4,51,49,3.7,9.8,0,3.58
1/18/2018,22,10,46,81,3.7,8.9,0,5.47
1/19/2018,21.6,7.8,41,82,3.4,6.9,0,1.65
1/20/2018,22.4,10.6,39,80,5.5,9.5,0,4.74
1/21/2018,23.2,10.6,32,54,4.3,8.9,0,3.08
1/22/2018,21.8,10.2,34,88,5,2.1,0,3.94
1/23/2018,20.4,11.6,45,79,6.1,4.3,0,3.1
1/24/2018,19.4,9.4,65,71,5.3,4.4,0,2.34
1/25/2018,19.8,9.8,55,66,4.7,9.2,0,3.93
1/26/2018,20.6,10.6,66,71,4.1,7.9,0,3.25
1/27/2018,20.6,12.6,62,73,4.9,1.1,0.6,2.74
1/28/2018,20,12.2,79,69,5.4,1.8,0,2.97
1/29/2018,19.4,14.2,59,96,12.3,4.2,28.8,0.66
1/30/2018,15.6,13.6,98,98,11,0.2,64.3,0.37
1/31/2018,16.2,13,98,96,8.2,0,1.6,0.07
2/1/2018,19.8,12,98,94,3.4,4.1,0,2.39
2/2/2018,19.8,13.4,77,92,4.5,4.3,0,0.27
2/3/2018,20.4,13.2,84,83,5.6,6.2,0,3.57
2/4/2018,18.6,13,90,82,12.2,2.7,0,0.57
2/5/2018,18.2,11.4,93,84,4.5,1.9,0,1.33
2/6/2018,21.2,11.8,79,90,5.1,7.1,0,3.13
2/7/2018,20.6,12.8,86,92,4.8,6.9,16.2,3.24
2/8/2018,19.2,12.8,82,96,5,3.2,5.2,0.91
2/9/2018,20.8,12.4,68,69,6.5,10.2,0,4.88
2/10/2018,20.4,12,46,66,9.1,10.9,0,4.31
2/11/2018,20.8,11.6,53,63,7.1,10.8,0,5.54
2/12/2018,20.2,16.4,78,66,5.1,10.2,0,3.14
2/13/2018,20.4,9.6,67,77,5.8,4.8,0,4.69
2/14/2018,18.2,12.2,84,84,9.3,4.8,4.1,0.24
2/15/2018,19.4,12,96,77,12.7,5.9,21.6,3.81
2/16/2018,18.6,11.2,91,82,5.3,2.4,0,3.13
2/17/2018,20.4,12,60,80,3.8,5.7,0,3.24
2/18/2018,21.6,10.4,68,70,4.1,8.9,0,3.39
2/19/2018,21.6,10.6,40,76,5.9,10.3,0,4.54
2/20/2018,20.6,8.8,37,64,4.3,11.1,0,3.52
2/21/2018,21.4,8.8,32,58,3.5,9.7,0,4.85
2/22/2018,21.4,8.6,46,72,3.9,5.9,0,3.22
2/23/2018,21.4,10.8,31,68,9.1,10.4,0,2.98
2/24/2018,21.4,11.2,86,92,10.3,2.4,2.9,1.87
2/25/2018,16.4,13.8,98,98,12.2,0,17.1,1.21
2/26/2018,17.2,12.2,98,96,7.5,0,3,0.72
2/27/2018,19.2,12.4,98,96,11.3,1.1,21.3,2.52
2/28/2018,18.4,13.4,96,92,6,1.4,0,1.36
3/1/2018,19.8,12.7,81,92,5.6,5.4,0.9,3.96
3/2/2018,18.4,10.8,82,94,4,2.6,2.5,0.06
3/3/2018,20.8,13,84,80,3.8,7.4,0.2,3.6
3/4/2018,21.2,10.2,82,74,3.9,8.1,0,2.59
3/5/2018,21.6,10.6,81,85,3.5,7.4,7.4,3.23
3/6/2018,21.4,12.4,34,64,5.3,9.4,9.4,5.49
3/7/2018,21.4,13.2,92,70,3.6,4.3,4.3,3.17
3/8/2018,20.4,14,61,72,12,5.7,5.7,5.65
3/9/2018,17.8,13.4,91,86,14.4,0.2,0.2,0.64
3/10/2018,15.4,12.6,96,98,19.2,0,0,1.25
3/11/2018,15.6,12,89,96,18,0,0,4.7
3/12/2018,NA,13.2,100,98,14.7,0,0,3.56
3/13/2018,16.8,12.2,98,96,7.9,0,0,0.61
3/14/2018,18.8,10.8,86,82,3.6,3.8,3.8,1.21
3/15/2018,20.4,11.6,79,98,3,5.3,5.3,0.32
3/16/2018,21.1,12.8,85,88,3.5,7.2,7.2,3.53
3/17/2018,20.2,10.6,79,78,5.3,7.9,7.9,2.04
3/18/2018,20.4,8.8,66,71,4.5,10.6,10.6,3.52
3/19/2018,21.2,11.4,60,68,4.2,8.5,0,2.97
3/20/2018,21.4,11.4,70,81,4.6,7.8,0,3.46
3/21/2018,19.8,11.8,78,83,3.9,3.3,0,1.35
3/22/2018,21.4,11.8,47,53,5.3,10.7,0,3.94
3/23/2018,21.8,12,36,66,5,10.2,0,4.82
3/24/2018,22,12.6,68,64,5.7,9.9,0,6.86
3/25/2018,20.2,14.2,78,88,5.4,6.9,0.8,3.56
3/26/2018,20.2,13,86,83,7.5,0,0.6,2.93
3/27/2018,20.8,11,80,75,4.3,1.1,6.6,3.08
3/28/2018,21.6,11.4,70,94,2.1,1.4,3,2.63
3/29/2018,20.4,12.5,75,81,1.8,4.3,0,1.76
3/30/2018,20.4,10.6,84,74,1.3,3.6,0,1.9
3/31/2018,21.8,10.8,70,72,2.6,7.9,0,1.31
4/1/2018,21.6,10.8,70,79,3,8.6,4.1,2.85
4/2/2018,20.6,12.4,83,96,3.5,4.7,1,1.13
4/3/2018,20.6,12.2,83,76,5.8,9,0,1.31
4/4/2018,20.6,10.6,63,81,4.3,9.9,0,2.98
4/5/2018,21.6,11.6,63,81,4,8.4,0,4.69
4/6/2018,22,12.6,85,88,3.8,6.8,38.2,1.02
4/7/2018,19.6,12.6,85,96,3.8,3.9,58.8,0.94
4/8/2018,20.6,14.6,79,92,3.2,1.9,18.2,1.08
4/9/2018,20.2,14,84,94,5.3,2.5,4.1,2.4
4/10/2018,20,13.4,94,94,4.9,1.2,5,1
4/11/2018,19.8,15.2,73,94,7.7,1.9,10.1,1.6
4/12/2018,20.8,14.8,90,92,7.4,1.9,10.6,1.45
4/13/2018,20.6,13,83,96,1.8,0,67.3,1.01
4/14/2018,21.2,13.6,92,94,3.7,4.5,8.5,1.37
4/15/2018,21.4,12.8,86,79,4.8,6.8,0,2.27
4/16/2018,20.4,13,79,80,8.7,7.2,0.2,2.16
4/17/2018,21.5,13.4,82,80,6.6,10,0,3.88
4/18/2018,20.2,14,88,90,4.5,3.1,2.5,0.18
4/19/2018,21.6,11.6,83,85,3.9,6.9,0,3.96
4/20/2018,20.8,11.6,86,87,4.3,9.3,0,4.74
4/21/2018,20.8,10.6,92,76,4,8.8,0,2.43
4/22/2018,21.8,12.4,72,83,4.1,7.3,0,4.14
4/23/2018,21.8,12,80,83,2.9,5.4,0,3.39
4/24/2018,20.4,14,81,83,3.2,3.6,3.4,4.74
4/25/2018,21.6,14.6,75,96,5.1,6.1,28.9,1.473
4/26/2018,21.4,12.6,79,94,2.6,5.1,2.6,1.05
4/27/2018,21.2,13.4,80,85,4.8,6.1,0.5,2.62
4/28/2018,21.8,13.2,92,96,2.7,5.6,21.2,3.73
4/29/2018,21.2,11.8,81,88,2.7,3.1,0.6,1.94
4/30/2018,22.6,12.6,71,81,2.9,9.3,0,2.69
5/1/2018,22.6,13.6,88,77,2.4,6.8,0,4.81
5/2/2018,22.6,13.2,73,82,2.5,2.7,3.3,0.57
5/3/2018,21.4,13,83,87,3.3,4.8,0,3.26
5/4/2018,21.8,12,69,96,3.2,2.7,10.9,3.2
5/5/2018,21.6,14.2,78,96,2.4,2.6,38.7,3.04
5/6/2018,20.8,13,83,96,1.7,0.2,19.5,2.68
5/7/2018,21.6,13.8,86,96,1.4,2.9,14.2,0.73
5/8/2018,21.6,13.6,83,98,1.2,2.5,25.2,1.19
5/9/2018,20.6,14.4,87,92,1.2,1.3,5.5,1.19
5/10/2018,20.6,12.6,78,90,2,4.9,13.4,2.45
5/11/2018,21.4,12.5,81,87,2.4,4.2,0.8,4.13
5/12/2018,21.6,13.2,81,94,2.8,7.3,9.9,1.4
5/13/2018,20.6,13.4,84,77,1.5,1.1,0,1.89
5/14/2018,19.8,12.8,85,98,0.8,2.9,38.2,3.76
5/15/2018,21.2,14.4,87,92,2.1,4.4,0.6,3.3
5/16/2018,21,12.8,86,94,1.4,4.5,23.8,0.6
5/17/2018,NA,14.6,92,81,0.7,0,0,0.66
5/18/2018,19.4,14.4,84,98,1.7,0.3,35.6,1.95
5/19/2018,19.5,14.6,83,96,2.4,0.3,0.3,2.12
5/20/2018,20.6,13.6,94,98,10.2,2.1,54.9,0.46
5/21/2018,17.8,13.6,98,98,10.9,0.6,29.8,1.56
5/22/2018,21,14.8,90,96,8.8,6,0,3.84
5/23/2018,19.6,14.4,94,98,7.6,1.4,7.7,1.29
5/24/2018,20.4,14.4,94,96,8.4,1.2,33,1.53
5/25/2018,18.4,14,98,96,11,0.1,6.1,1.33
5/26/2018,19,14.6,88,96,11.5,1.4,3.4,0.54
5/27/2018,17.2,13.6,98,96,23,0,2.7,0.6
