Date,T_Max,T_Min,RH_1,RH_2,Wind_speed,sunshine_hours,rainfall,evaporation
5/28/2018,NA,NA,98,90,33.2,0,2.7,0.38
5/29/2018,NA,NA,NA,NA,31.5,8.7,0,3.9
5/30/2018,NA,NA,NA,NA,21.4,6.8,0,2.71
5/31/2018,NA,NA,NA,NA,16.1,4.2,2.2,1.02
6/1/2018,NA,NA,NA,NA,13.9,0.3,2.8,1.36
6/2/2018,NA,NA,NA,NA,17.9,0,9.8,0.11
6/3/2018,NA,NA,NA,NA,14.4,0,4.8,0.48
6/4/2018,NA,NA,NA,NA,13.4,0,1.3,0.59
6/5/2018,NA,NA,NA,NA,13.1,0.8,2.1,1.13
6/6/2018,NA,NA,NA,NA,14.5,0.3,3.8,0.29
6/7/2018,NA,NA,NA,NA,25.2,0,22.5,0.58
6/8/2018,NA,NA,NA,NA,34.6,0.2,10.8,0.36
6/9/2018,NA,NA,NA,NA,35.1,0,24.4,0.41
6/10/2018,NA,NA,NA,NA,28.4,0.2,4.6,0.95
6/11/2018,NA,NA,NA,NA,21,5.8,0.2,3.11
6/12/2018,NA,NA,NA,NA,31,4.6,0,2.13
6/13/2018,NA,NA,NA,NA,23.6,0.2,9.6,0.36
6/14/2018,NA,NA,NA,NA,21.6,0.1,3.5,1.76
6/15/2018,NA,NA,NA,NA,19.4,0.8,2.1,0.17
6/16/2018,NA,NA,NA,NA,15.7,0,2.4,0.99
6/17/2018,NA,NA,NA,NA,20.3,0.2,2,0.05
6/18/2018,NA,NA,NA,NA,20.9,1.2,0.6,1.33
6/19/2018,NA,NA,NA,NA,19.7,3.3,0.4,2.5
6/20/2018,NA,NA,NA,NA,19.1,8.9,2.2,3.67
6/21/2018,NA,NA,NA,NA,24.9,0.8,7.2,0.49
6/22/2018,NA,NA,NA,NA,18.5,3.3,0.2,2
6/23/2018,NA,NA,NA,NA,21.1,2.2,0.2,1.22
6/24/2018,NA,NA,NA,NA,21.1,1.6,0.1,2.58
6/25/2018,NA,12.4,NA,NA,24.1,1.1,1.8,2.41
6/26/2018,NA,13.6,87,80,24.9,0.5,0.4,0.98
6/27/2018,NA,13.6,85,86,21.3,2.9,1.5,1.47
6/28/2018,NA,13.6,81,80,16,3.1,2.2,2.78
6/29/2018,NA,12.8,89,82,10.2,2,0.4,0.16
6/30/2018,NA,13.6,84,77,8.2,4.5,0,1.24
7/1/2018,NA,14,75,84,6.9,2.7,0,1.42
7/2/2018,NA,13.6,84,96,11.7,1.7,0.2,0.2
7/3/2018,NA,13.4,90,94,10.7,2.9,0,2.34
7/4/2018,NA,13.2,90,94,11.6,8.3,0,2.64
7/5/2018,NA,13.6,85,75,12.3,7.4,0,1.18
7/6/2018,NA,10,88,83,16.2,2.6,0,2.57
7/7/2018,NA,13.4,79,96,19.4,7.3,0.6,0.56
7/8/2018,NA,13.6,96,94,23.9,0.2,2.3,2.08
7/9/2018,NA,13.2,98,98,25,0,21.6,0.9
7/10/2018,NA,13.2,96,98,28.4,0.3,11.1,1.1
7/11/2018,14.8,13.2,98,98,25.8,0,16.1,1.37
7/12/2018,16,13,96,96,25.9,0.4,1.5,0.86
7/13/2018,17.4,13.6,87,96,28.2,6.3,1.7,4.33
7/14/2018,16.8,14.6,85,96,17.6,0.9,16.2,3.57
7/15/2018,16.2,14.6,98,98,25,0.4,18.4,4.66
7/16/2018,15.8,13,98,85,29.1,0.3,11.1,3.836
7/17/2018,15.8,13.2,98,80,28.4,0.6,0.6,1.11
7/18/2018,16.8,13.8,80,94,19.9,1.7,0,1.01
7/19/2018,16.4,11.8,92,98,28.1,0,2.8,3.3
7/20/2018,17.4,13.2,89,80,29.1,4.4,0,3.1
7/21/2018,18.6,13.6,78,73,24.6,8.1,0,1.74
7/22/2018,20,14.6,80,79,11.7,9.4,0,2.6
7/23/2018,21.4,12.8,84,79,6.6,6,0,2.66
7/24/2018,19.6,14,81,96,9.6,4.3,1.2,1.5
7/25/2018,20.6,14.6,94,98,8.1,2.3,18.4,1.88
7/26/2018,20,14.6,92,81,9.9,4.7,0,2.38
7/27/2018,19.2,12.6,92,94,11,8.7,0,1.8
7/28/2018,20.2,12.4,84,94,11.2,6.2,0,1.96
7/29/2018,18.6,13.6,87,94,16,7,0.2,2.93
7/30/2018,18.4,14.2,98,92,18.5,2.1,3.1,2.46
7/31/2018,16.4,13,98,98,21.2,2,5.1,1.52
8/1/2018,15.8,13.6,96,90,17.4,0,0.2,1.64
8/2/2018,18.4,14,98,92,13.6,2.8,0,2.1
8/3/2018,18.6,14,94,86,13.8,4.8,0,2.64
8/4/2018,17.6,13,94,94,17.2,0.7,0,2.12
8/5/2018,17.4,13.6,89,94,17.5,1.6,0,1.44
8/6/2018,19,12.6,92,80,23.3,7.9,1.4,3.82
8/7/2018,16.8,12.6,98,80,21.9,0.8,1.5,0.52
8/8/2018,16.6,13,98,98,23.2,2.8,15.6,1.04
8/9/2018,16.2,12.6,100,96,16.4,0.4,8.7,0.98
8/10/2018,16.4,12.6,98,98,20.7,4.4,0,1.51
8/11/2018,16.8,13.4,96,96,16.8,0,4.6,1.27
8/12/2018,16.6,14.2,91,94,19.7,0.7,18.8,1.54
8/13/2018,16.6,13.6,96,84,18.7,0,28.7,0.26
8/14/2018,16.4,13.4,98,88,26.9,0,54.4,0.11
8/15/2018,15,12.6,96,98,37.6,0,28.7,0.57
8/16/2018,15.2,12.8,98,100,30.7,0,27.2,1
8/17/2018,15.8,13.2,98,100,27.2,0,14.8,0.21
8/18/2018,15.4,13.4,98,98,26.1,0,6.9,0.96
8/19/2018,15.8,13.8,98,98,22.4,0,8.1,0.59
8/20/2018,15.6,12.8,98,94,19.9,0.2,0.1,1.08
8/21/2018,17.6,12,81,80,13.5,5.7,0,0.98
8/22/2018,20.6,13.4,89,86,3.1,5.9,0,2.05
8/23/2018,21.4,13.8,62,90,2.6,4.2,8.2,1.86
8/24/2018,21.2,13.2,69,90,1.9,1.5,15.6,1.18
8/25/2018,21.6,13.6,72,92,8,3.6,0,2.7
8/26/2018,18.4,13.2,96,92,9.2,6.7,0,4.48
8/27/2018,20.2,13,96,83,6.3,5.5,0,3.22
8/28/2018,21.6,13.8,84,76,8.8,5.5,0,1.3
8/29/2018,19,13,98,76,13.5,1.4,0,4.16
8/30/2018,21,13.4,81,84,11.8,5.9,0,3.08
8/31/2018,18,13.6,98,94,13.4,1.4,0,2.58
9/1/2018,18,12.4,96,96,12.6,2.6,0,2.61
9/2/2018,18.6,12.4,92,90,7.2,10.7,0,2.37
9/3/2018,19.6,12.4,96,96,4.8,7.2,0,2.51
9/4/2018,21.4,11.6,55,85,3.4,3.6,1.2,1.72
9/5/2018,20.6,11.2,57,55,4.1,9.8,0,1.96
9/6/2018,19.6,12.2,53,56,17.5,11.1,0,3.04
9/7/2018,18.6,11.6,79,61,17.2,10.2,0,3.38
9/8/2018,21.8,10.8,67,58,2.8,9,0,3.09
9/9/2018,21.6,13.4,60,67,5.3,8.2,0,4.51
9/10/2018,21.6,11.6,64,84,3.3,6.9,12.7,3.3
9/11/2018,21.8,13.4,67,85,4.5,8.1,0,3.54
9/12/2018,20.4,12.8,71,85,1.7,4,11.8,1.64
9/13/2018,21.6,13,79,94,2.3,4.4,0,1.96
9/14/2018,21.4,12.4,68,90,3.43,6.5,7.1,1.59
9/15/2018,19.6,11.6,72,94,3.1,2.2,16.4,1.87
9/16/2018,18.6,12.4,92,90,13.6,2.8,0,3
9/17/2018,16.8,12.6,87,73,25.7,0.2,0.6,2.81
9/18/2018,16,13.6,93,92,29.5,1.2,0.2,0.41
9/19/2018,16.6,13.6,96,96,17,0,6.2,0.18
9/20/2018,17.6,13,98,94,19,0.9,5.2,0.54
9/21/2018,17.6,13.4,98,96,15.9,0,3.9,0.5
9/22/2018,20.8,12.2,71,82,6.1,4.8,0.2,3.53
9/23/2018,21.2,14.8,71,87,2.5,3.2,6.8,1.65
9/24/2018,19.6,14.6,90,88,3.2,0.4,15.9,2.28
9/25/2018,20.4,12.8,92,87,2.4,1.1,3,3.38
9/26/2018,19.8,12.4,89,92,2,2.7,13.7,0.3
9/27/2018,19.8,13.4,84,94,2.4,0.2,15.4,2.6
9/28/2018,19,13.6,90,92,2.1,0,22.6,2.56
9/29/2018,20.2,13.6,86,88,5,1.7,35.7,2.01
9/30/2018,20.4,13.8,92,89,5.1,1.7,2.2,3.08
10/1/2018,20.6,13.4,85,88,2.9,3.1,0.5,2.24
10/2/2018,20.6,13.2,94,79,2.6,2.4,2.4,1.92
10/3/2018,20.6,14.4,81,94,2.2,0,0,0.24
10/4/2018,19.6,13.6,86,92,2.9,0.2,0.2,2.33
10/5/2018,19.8,13.4,86,98,3.5,0,0,2.29
10/6/2018,21.4,13.8,81,98,2.6,1.8,1.8,2.08
10/7/2018,19.2,13.6,88,98,4.2,0,0,2.11
10/8/2018,20.4,14.4,86,96,8.6,1.8,1.8,2.38
10/9/2018,19.8,13.4,100,86,6.9,0.1,0.1,2.16
10/10/2018,20.2,12.6,80,88,2.2,1.6,1.6,1.9
10/11/2018,20.2,12.6,73,92,3.1,0.3,0.3,0.48
10/12/2018,20,12.8,77,94,0.1,0.8,0.8,0.91
10/13/2018,18.8,13,80,96,9.3,1.4,1.4,1.01
10/14/2018,19.8,12.6,84,92,2.6,0.3,0.3,0.55
10/15/2018,20.4,12.2,72,79,4.3,2.8,0,3.78
10/16/2018,20,13,83,94,2,3,2.6,2.34
10/17/2018,18.4,11.4,81,96,3.4,1.7,14,0.84
10/18/2018,19.8,12.2,59,86,2.1,3.5,0,2.04
10/19/2018,19.8,13.4,70,98,0.4,2.8,18.2,1.12
10/20/2018,19.4,12.2,90,98,1,0.2,63.6,1.06
10/21/2018,19.8,12.8,83,94,0.5,0,46.2,0.89
10/22/2018,19,12.6,85,94,0.3,0,23.6,2.33
10/23/2018,20.2,12.2,77,96,2.2,0.2,11,0.27
10/24/2018,19.6,13.4,81,86,2.4,1.6,18.8,1.77
10/25/2018,19.6,12.2,84,90,2.8,0.8,4.4,1.83
10/26/2018,19.8,13.2,86,92,3.9,2.1,20.8,0.11
10/27/2018,19.8,12.4,88,92,2.3,1.7,1.8,0.98
10/28/2018,18.6,13.6,92,94,2,0.4,0.3,1.21
10/29/2018,19,12.2,88,94,3.9,0.8,0,2.46
10/30/2018,19.6,12.8,76,92,9.8,2.7,0,2.31
10/31/2018,21,13.4,79,96,2.7,0.9,0.3,1.96
11/1/2018,19.8,12.6,90,86,3.1,0.6,0.1,2.8
11/2/2018,20.2,13.6,83,90,6.5,1.6,1.9,1.01
11/3/2018,16.8,14.4,94,96,8.8,0,1.1,0.09
11/4/2018,18.4,13.6,98,98,8.2,3.4,0.4,1.86
11/5/2018,17.8,13.6,98,92,5.1,0,52.9,0.7
11/6/2018,16.2,4.4,98,96,5.1,0,8.1,0.64
11/7/2018,18.2,12.8,98,98,3.4,0,9.5,0.3
11/8/2018,18,14.4,92,92,7.4,0,17.1,2.8
11/9/2018,17,11.6,100,100,9.5,0,13.7,2.03
11/10/2018,18.2,10.2,78,78,7.1,3.9,0,3.193
11/11/2018,19.6,12,64,82,5.5,5.1,0,2.14
11/12/2018,19.4,10.6,46,59,7.5,6.8,0,3.64
11/13/2018,20.4,10,33,66,5.9,8.5,0,4.4
11/14/2018,21,12,34,88,3.6,3.3,0,2.48
11/15/2018,21.2,11.4,65,36,3.4,5.8,0,1.72
11/16/2018,21,12.4,51,79,3,3,0,2.74
11/17/2018,20.2,12.6,73,77,2.8,3,19.7,0.82
11/18/2018,19.6,13.4,82,94,3.2,2,0,2.11
11/19/2018,19.4,13.6,82,96,4.5,0.7,5.3,0.27
11/20/2018,19.4,13.2,90,94,3.4,2.8,0,1.81
11/21/2018,20.8,13,79,92,3.1,1.6,0,2.86
11/22/2018,20.6,12.8,68,96,3.1,1.9,23.2,2.23
11/23/2018,19.6,12.6,88,83,4,2.9,87.7,2.41
11/24/2018,19.2,12.6,82,84,2.8,2.6,0.6,0.14
11/25/2018,20,13.4,74,88,5.7,6,0,0.93
11/26/2018,19.6,11.4,84,81,4.8,6.9,0.1,3.22
11/27/2018,18.4,14.8,77,90,7.7,2,20.3,0.88
11/28/2018,18,12.2,100,98,7,0.7,0.4,1.3
11/29/2018,18.6,13.6,87,92,7.3,4.5,3.6,3.3
11/30/2018,18.6,11.4,100,98,4.7,0.8,0,1.58
12/1/2018,18.8,10.4,71,70,3.9,7.1,0,1.31
12/2/2018,19.2,11.4,67,78,4.4,6.2,0,1.86
12/3/2018,19,13.8,90,96,4.8,0.7,23.8,1.33
12/4/2018,18.4,13.4,92,74,9.5,5.1,2.7,2.51
12/5/2018,15.6,14,98,98,10.7,0,6.6,1.04
12/6/2018,16.2,12.6,98,84,8.5,0,5.1,2.34
12/7/2018,16.4,12.6,90,96,11.8,0,5.2,0.33
12/8/2018,15.8,13,98,98,13.1,0,4.6,0.69
12/9/2018,16.6,13.2,89,94,7.2,0,0.2,0.64
12/10/2018,19,11.2,69,81,2.8,0.6,0,1.94
12/11/2018,20.2,10,60,47,2,1.3,0,3.08
12/12/2018,20,10.6,62,64,6.6,3.8,0,5.44
12/13/2018,18.6,11,62,74,3.5,0,0,0.68
12/14/2018,19.4,11.2,80,70,4.7,0,0,2.52
12/15/2018,18.2,11.4,78,79,9.9,0,0,2.92
12/16/2018,19.6,11,73,79,6.5,4.8,0,5.76
12/17/2018,21.6,11.6,42,38,3.7,9.1,0,3.96
12/18/2018,21.6,10.4,33,83,3.1,5.2,0,3.2
12/19/2018,20.2,12.2,39,55,5,8,0,2.58
12/20/2018,18.6,13.6,84,82,4.3,1.5,0,1.94
12/21/2018,18.8,13.6,92,79,5.5,0.2,1,1.41
12/22/2018,18.2,11.6,87,98,3.4,0,17.1,1.35
12/23/2018,20,12.6,67,80,5.9,4.6,0,2.64
12/24/2018,19,12,96,98,3.5,2.2,7.5,0.95
12/25/2018,19.8,12,86,84,4.3,4,1.6,2.37
12/26/2018,19.6,11,72,88,3.8,4.6,4.4,2.22
12/27/2018,18.2,12.4,79,86,7.1,1.6,0.7,2.04
12/28/2018,18.2,12,60,92,3.3,5.2,0,2.58
12/29/2018,18.6,10,87,96,13.6,6.6,0,3.31
12/30/2018,18.2,11.2,83,92,7.1,6.5,0,1.57
12/31/2018,17.8,11.8,78,94,8.9,3.6,0,2.06
1/1/2019,18,9.8,83,96,3.1,5.1,0,2.72
1/2/2019,20,10.4,55,77,4.1,6.1,0,2.7
1/3/2019,19.4,9.6,76,98,2.8,5.6,0,0.66
1/4/2019,20.4,8.8,65,89,4.9,9.5,0,4.73
1/5/2019,18.6,5.2,62,79,3.5,6.8,0,1.3
1/6/2019,19.4,8.6,51,64,6.9,7,0,3.29
1/7/2019,19.6,8.6,86,75,5.6,6.7,0,2.76
1/8/2019,19.4,11.6,69,87,5.1,5.9,0,4.56
1/9/2019,19.2,11.4,78,89,4.8,6.6,0,0.94
1/10/2019,19.2,12.4,85,83,6.4,5.1,0,1.36
1/11/2019,19.8,12.4,82,80,5.9,5.2,1.9,3.08
1/12/2019,17.4,12.6,88,92,5.7,1.8,0.8,1.1
1/13/2019,18.5,13.6,88,96,8.3,2,66.4,4.68
1/14/2019,18,13.6,98,90,7.5,0.6,1.1,0.89
1/15/2019,18.6,12.6,96,94,7.2,3.6,0.2,1.31
1/16/2019,16.6,7.8,98,94,5.4,0,1.9,0.76
1/17/2019,18.4,8.6,66,83,4.5,7.6,0,2.7
1/18/2019,19.8,9,86,60,5.5,7.9,0,3.97
1/19/2019,19.8,6.6,65,67,4.3,5,0,3.69
1/20/2019,18,7.6,36,87,4.1,4.9,0,1.24
1/21/2019,20.6,7.6,58,87,3.9,5.2,0,3.2
1/22/2019,21,9.8,40,80,3.5,7.6,0,4.26
1/23/2019,21,8,50,83,3.6,7.1,0,2.82
1/24/2019,19.6,10,78,87,3.6,5.6,0,2
1/25/2019,20.2,10.4,73,92,3.9,4.5,0,0.9
1/26/2019,18.6,11,85,92,4.5,1.6,0,1.65
1/27/2019,19.4,10,77,85,3.4,4.1,0,2.01
1/28/2019,19.6,10,66,87,4.6,7.6,0,3.4
1/29/2019,19,11.2,52,72,7.9,9.7,0,3.76
1/30/2019,18.8,11,54,76,9.6,8,0,3.68
1/31/2019,18.6,9.2,81,76,4.8,7.7,0,2.44
2/1/2019,18.6,10.6,68,80,9.2,3.4,0,3.73
2/2/2019,19.4,13.4,92,80,6,2.1,0,0.26
2/3/2019,18.2,14,90,94,9.9,5.2,2.5,2.3
2/4/2019,16.4,13.2,96,98,5.9,0,11.7,0.11
2/5/2019,18.2,13.6,96,89,5.5,0.9,0,1.76
2/6/2019,19,10.8,98,87,5.3,2.3,0,2.51
2/7/2019,19.8,13.4,65,89,4.9,5.3,0,3.1
2/8/2019,20,13.6,96,94,4.8,4.2,0,0.91
2/9/2019,18.8,13.2,87,94,6.4,1.8,0,2.08
2/10/2019,20,11.6,74,88,7.5,6.5,0,3.97
2/11/2019,17.4,11.6,94,96,12.8,1.3,0,0.32
2/12/2019,15.8,13,94,94,17.9,2.8,0,1.42
2/13/2019,18.2,13.4,96,82,12.7,5.7,0,1.08
2/14/2019,17.8,12.4,98,96,5.9,0,0,1.54
2/15/2019,19.4,11.4,90,85,3.6,1.7,0,0.65
2/16/2019,19.6,12.6,84,98,3.1,4,0,1.41
2/17/2019,21.2,11.2,77,98,2.2,1.2,0,3.78
2/18/2019,20.8,10.2,53,81,3.8,6.6,0,3.17
2/19/2019,20.6,11.6,63,71,10.1,8.4,0,5.49
2/20/2019,18.2,11.6,72,66,13.7,10.9,0,3.82
2/21/2019,18.8,12.4,79,66,10,9.9,0,3.29
2/22/2019,19.4,9.4,59,60,4.5,8.6,0,4.77
2/23/2019,20.4,11,41,60,6.4,7.5,0,4.93
2/24/2019,20.6,11.6,62,66,6.8,7,0,4.59
2/25/2019,20.8,12.2,78,66,4.2,7.2,0,1.82
2/26/2019,20.2,14.8,90,84,3.4,0.8,0,1.74
2/27/2019,18.2,11.6,89,90,3.3,0.3,0,2.04
2/28/2019,21.6,10.4,63,94,2,1.3,0,1.86
3/1/2019,21.4,11.4,32,59,6.6,4.1,0,3.93
3/2/2019,21.2,12.8,53,60,6,8.7,0,3.6
3/3/2019,20.4,11.2,90,64,4.4,2.9,0,3.57
3/4/2019,21.2,11.6,82,57,4,1.3,0,1.57
3/5/2019,21.6,10.6,75,84,4.1,6.3,0,3.24
3/6/2019,21.6,10.6,74,61,3.5,3.2,0,3.49
3/7/2019,23,12.4,46,61,4.4,9.2,0,4.36
3/8/2019,22.8,11.4,27,48,5.9,10.2,0,6.35
3/9/2019,21.6,11.6,41,48,7.6,8.6,0,5.22
3/10/2019,20.6,12.2,49,63,12.8,8.1,0,5.21
3/11/2019,20.4,9.2,62,62,5.6,9.7,0,5.08
3/12/2019,20.6,11.2,55,70,5.6,3.5,0,4.18
3/13/2019,21.2,11.8,49,82,7,0.9,0,4.11
3/14/2019,21.6,11.1,65,49,5.8,8.7,0,5.28
3/15/2019,23.6,11.6,61,74,4.6,4.1,0,4.27
3/16/2019,19.8,12.6,83,76,4.8,3,0,1.76
3/17/2019,20.8,13.2,89,80,4.8,0.3,0,1.83
3/18/2019,20.8,10,90,87,6.8,3.1,0,3.18
3/19/2019,21.2,9,46,65,5.5,8.8,0,4.05
3/20/2019,20.8,9.8,56,66,4.1,8.3,0,4.59
3/21/2019,19.6,11.2,71,75,3.8,1.3,2.2,1.18
3/22/2019,22,11.6,72,76,4.7,7.4,0,2.18
3/23/2019,21.6,9.4,75,88,4.4,5.9,0,3.46
3/24/2019,21.8,9.8,31,65,11.2,10.7,0,8.02
3/25/2019,21.6,10.4,52,66,9.9,10.7,0,4.68
3/26/2019,20.8,7.6,60,59,4.1,10.1,0,5.43
3/27/2019,22.2,7.4,41,91,4.5,9.4,0,3.15
3/28/2019,21.2,11.6,41,51,5.9,7.9,0,4.88
3/29/2019,22.2,12.4,49,47,6.8,10.8,0,3.66
3/30/2019,22,10.2,37,58,5.4,10.2,0,6.52
3/31/2019,22.6,10.6,45,61,3.5,6.8,0,2.26
4/1/2019,22.4,12.2,58,76,8.3,5.6,0,3.56
4/2/2019,22,10.4,69,62,5.2,9.8,0,3.98
4/3/2019,21.6,9.6,63,70,5,9.8,0,2.85
4/4/2019,22.2,10.6,39,66,3.5,7.1,0,4.21
4/5/2019,23,11.8,70,96,3.1,6.8,0,6.38
4/6/2019,21.8,10.8,77,74,4.1,5.8,0,5.28
4/7/2019,22.4,11.8,57,77,4.4,6,0,3.22
4/8/2019,22.6,12.8,74,89,3.5,5.9,19.4,2.13
4/9/2019,21.6,13.4,89,89,3.9,3,12.6,3.89
4/10/2019,21.6,14.6,80,74,3.9,4.2,0,2.78
4/11/2019,20.6,11.6,71,75,3.8,2.9,0,1.51
4/12/2019,22.8,12.8,51,71,4.6,9.9,0,2.95
4/13/2019,22.2,13,72,71,5.6,7.7,0.5,4.16
4/14/2019,22,12.6,64,71,5.5,9.2,0,4.84
4/15/2019,22.8,13.6,58,71,5.7,8.9,0.1,3.52
4/16/2019,22.8,13.6,66,79,3.9,6.3,0,2.84
4/17/2019,23.2,13.8,74,96,3.1,4.5,78.9,1.06
4/18/2019,21.4,14,75,89,4,3.5,5.6,1.85
4/19/2019,21,13,68,80,3.3,2.1,1.2,2.15
4/20/2019,21.4,13,82,77,4.7,7,12.5,2.37
4/21/2019,21,14.2,76,79,4,5.5,0,2.65
4/22/2019,21.8,14,77,82,5.1,7.2,0,3.26
4/23/2019,21.6,13.6,77,73,5.8,6.2,2.9,4.22
4/24/2019,22.2,13.6,58,58,3.9,6.3,0,2.82
4/25/2019,22,15.2,72,91,3.4,5.4,12.2,3.86
4/26/2019,20.6,15,77,86,3.5,0.7,0,2.24
4/27/2019,20.4,13.6,96,71,1.4,0,0,1.32
4/28/2019,21.4,15,76,80,3,4.4,1.3,1.22
4/29/2019,21.6,15,87,79,9.3,2.3,0.1,0.65
4/30/2019,18.6,13.6,92,98,12.1,0.2,2.5,1.88
5/1/2019,20.2,14.6,98,89,14.1,7.1,0,3.87
5/2/2019,20,14.6,89,92,21.3,2.6,0,3.04
5/3/2019,22.2,13.8,92,94,2.7,0.2,0,1.57
5/4/2019,22.6,13.6,94,94,3.3,5.2,13.1,0.91
5/5/2019,22.8,13.8,89,89,2.8,6.9,0,1.04
5/6/2019,23.8,13,89,86,3.3,7.6,0,1.01
5/7/2019,21.2,12.8,46,89,8.9,6.7,0,1.23
5/8/2019,21.2,12.2,50,86,7.8,10.6,0,1.37
5/9/2019,NA,12.6,52,65,2.7,7.5,0,1.58
5/10/2019,25.4,11.8,54,60,2.1,10.8,0,1.61
5/11/2019,22.6,12.8,44,69,2.5,6.1,0,0.34
5/12/2019,22.4,14.4,57,72,3.4,5.8,0,1.21
5/13/2019,20.8,13.6,80,73,7,7.1,0,3.77
5/14/2019,22.6,13,85,59,6.3,10.4,0,2.16
5/15/2019,NA,12.6,58,62,3,7.6,0,1.96
5/16/2019,22,13.6,63,89,2.4,5.7,6.8,3.16
5/17/2019,20.6,12.6,84,96,1.1,3.6,50.9,3.01
5/18/2019,21.2,13,77,98,1.7,4.7,15.9,0.97
5/19/2019,21.8,11.1,71,77,1.6,5.6,0,2.69
5/20/2019,22.2,12.8,72,70,2,9.2,0,2.95
5/21/2019,22,14.1,79,84,1.9,6.7,0.7,1.87
5/22/2019,21.2,13.8,84,84,1.6,1.2,19.8,1.42
5/23/2019,20.2,15,72,91,4.3,3.8,14.1,1.94
5/24/2019,21.8,14.8,79,75,6.3,7.2,0,2.98
5/25/2019,21.8,15.4,87,76,6.2,8.7,3.2,2.83
5/26/2019,23,14.6,54,81,4.3,8.1,0,3.03
5/27/2019,23.2,14.2,76,70,1.8,10.9,0,3.64
5/28/2019,22.6,14.2,78,68,2.1,9.9,0,2.96
5/29/2019,23,13.2,74,81,2.3,7.1,0,3
5/30/2019,22.6,14.4,60,81,3.8,6.8,0,3.46
5/31/2019,21.6,14.4,74,89,7.1,3.6,1.9,2.37
6/1/2019,20.8,14.6,81,82,12.9,7.7,0,3.78
6/2/2019,20.6,14.4,83,77,11.9,7.8,0,4.25
6/3/2019,21.6,15.6,85,84,11.3,6.2,9.9,2
6/4/2019,20.8,14.4,91,98,6.1,4,9.8,1.21
6/5/2019,20.8,15,80,94,8.9,3.9,1,1.42
6/6/2019,21.6,15.4,87,94,9.2,5.8,1.5,2.98
6/7/2019,20.4,14.6,96,98,15.7,2.4,1.7,2.33
6/8/2019,19.6,14.6,85,92,15,3.1,0,0.84
6/9/2019,20.4,14.2,85,87,18.1,5.8,16.9,2.97
6/10/2019,16.8,13.6,96,98,25.4,0,0.7,1.3
6/11/2019,19.4,13.8,81,77,25.4,5.1,1,3.21
6/12/2019,18.6,14.6,92,96,20,1.3,2.9,1.18
6/13/2019,18.3,14.4,90,89,17.5,1.6,8,2.87
6/14/2019,20,14.6,85,94,10.2,2.4,0,1.74
6/15/2019,21.2,14.6,79,79,9.5,6.3,0,3.06
6/16/2019,21.6,15,72,71,8.6,7.7,0,3.78
6/17/2019,20,14.8,98,76,16.8,4.5,0,3.34
6/18/2019,20.2,13.8,83,80,13.7,8.1,0,2.97
6/19/2019,19.6,15.2,78,83,16.9,8.4,4,3.06
6/20/2019,18.6,15,96,92,17.9,1.3,2.6,2.21
6/21/2019,17.4,14.4,98,85,24.2,0,15.2,0.75
6/22/2019,19.4,13.6,94,96,25.8,0.1,3.4,1.19
6/23/2019,20,NA,96,75,14.3,2.5,0,1.86
6/24/2019,19,15.2,89,80,7.7,2.5,0.8,0.64
6/25/2019,18.4,14.4,92,94,17.3,1.4,0.2,2.84
6/26/2019,19.2,13.4,89,78,12.3,4.9,0,2.36
6/27/2019,22.4,13.4,78,37,13.6,10.8,0,5.52
6/28/2019,19.8,13.4,86,65,11,10.2,0,2.04
6/29/2019,20.2,13,88,63,15.8,10,0,5.15
6/30/2019,19.8,13,86,66,21.9,5.2,0,4.25
7/1/2019,19.8,13.6,70,65,16.9,5.8,0,4.97
7/2/2019,19.9,14.4,88,62,14.4,6.2,0,4.42
7/3/2019,19.8,14,89,68,8.8,6.9,0,2.54
7/4/2019,20.8,14.2,80,64,10.4,10.9,0,4.28
7/5/2019,21.2,13.8,80,68,13.3,7.4,0,3.57
7/6/2019,20.4,13,75,65,14.8,6.9,0,4.68
7/7/2019,20.8,13.6,69,72,12.2,6.4,0,3.71
7/8/2019,22.4,14,74,53,6.7,10.2,0,5.46
7/9/2019,20.8,13.2,77,96,5.2,2.2,20.8,1.34
7/10/2019,19.8,14,87,96,8.6,5.7,0,2.12
7/11/2019,21.8,13.2,90,54,2.5,4.4,0,4.44
7/12/2019,22,14.4,58,82,1.8,5,3,1.51
7/13/2019,19.4,12.6,83,96,3.6,4.1,7.5,0.11
7/14/2019,21.2,13,88,81,4.9,6.3,0,3.27
7/15/2019,20.6,13.6,83,83,9.1,8.1,0,3.82
7/16/2019,21,14,82,85,11.3,9.2,0,1.85
7/17/2019,18.8,14.9,96,92,14.5,1.1,7.3,0.3
7/18/2019,17.8,13,98,98,22.2,0.1,84.8,0.11
7/19/2019,15.8,12.8,92,98,26.3,0,18.2,0.35
7/20/2019,16.6,13.6,96,96,25.5,0,3.2,2.07
7/21/2019,16.4,14.2,96,96,21.1,0.1,27.5,1.12
7/22/2019,15.4,13,98,94,17.3,0,0.5,2.12
7/23/2019,18.4,13.4,92,92,14.4,5.5,0,0.72
7/24/2019,19.2,13.6,85,85,11.1,5.3,0,2.8
7/25/2019,19.6,14.4,90,92,14.2,7.2,0,2.94
7/26/2019,18.4,12.6,98,75,16.1,3.9,0,3.43
7/27/2019,21.4,13.2,81,65,9.8,8.6,0,3.53
7/28/2019,20,13.6,86,61,19.1,8.5,0,5.23
